Order_ID	Order_Date	Customer_ID	Product	Category	Sales	Quantity	Profit	Region
1429	04-03-2024	2092	Phone	Electronics	31707	3	2279	East
1430	05-03-2024	2098	Laptop	Accessories	40110	3	9696	East
1431	06-03-2024	2066	Headphones	Electronics	18343	4	5351	East
1432	07-03-2024	2032	Tablet	Accessories	39827	3	9335	East
1433	08-03-2024	2087	Phone	Accessories	42652	1	2029	East
1434	09-03-2024	2063	Laptop	Electronics	6655	4	1113	South
1435	10-03-2024	2086	Camera	Electronics	45859	3	326	West
1436	11-03-2024	2051	Headphones	Electronics	16251	1	7421	South
1437	12-03-2024	2025	Phone	Electronics	1526	4	1928	South
1438	13-03-2024	2058	Phone	Accessories	4224	3	8009	South
1439	14-03-2024	2063	Tablet	Accessories	48837	3	5688	West
1440	15-03-2024	2062	Tablet	Electronics	12536	3	2123	North
1441	16-03-2024	2022	Camera	Accessories	29541	4	5066	West
1442	17-03-2024	2058	Camera	Accessories	14547	1	5991	South
1443	18-03-2024	2058	Laptop	Accessories	35531	1	1180	East
1444	19-03-2024	2086	Laptop	Accessories	9712	2	5136	East
1445	20-03-2024	2049	Camera	Electronics	39565	3	2663	South
1446	21-03-2024	2052	Camera	Electronics	10208	2	3392	East
1447	22-03-2024	2042	Headphones	Accessories	6109	2	3686	South
1448	23-03-2024	2070	Tablet	Electronics	36201	1	4531	East
1449	24-03-2024	2015	Laptop	Electronics	17967	4	6941	West
1450	25-03-2024	2054	Tablet	Electronics	30759	4	6743	North
1451	26-03-2024	2060	Tablet	Accessories	21172	1	4059	North
1452	27-03-2024	2097	Camera	Accessories	37935	4	261	West
1453	28-03-2024	2008	Headphones	Accessories	27589	2	693	West
1454	29-03-2024	2053	Phone	Electronics	31015	3	3490	South
1455	30-03-2024	2060	Headphones	Accessories	30009	1	6097	South
1456	31-03-2024	2005	Headphones	Accessories	18773	3	6454	South
1457	01-04-2024	2068	Tablet	Electronics	42125	4	763	East
1458	02-04-2024	2006	Headphones	Accessories	27143	3	9424	South
1459	03-04-2024	2096	Laptop	Accessories	7154	4	641	West
1460	04-04-2024	2094	Tablet	Electronics	22804	4	5533	North
1461	05-04-2024	2047	Laptop	Electronics	42688	2	5193	East
1462	06-04-2024	2099	Phone	Electronics	21581	4	967	South
1463	07-04-2024	2055	Tablet	Accessories	31087	2	8723	East
1464	08-04-2024	2040	Phone	Accessories	33981	2	5569	East
1465	09-04-2024	2052	Tablet	Accessories	4762	2	6356	South
1466	10-04-2024	2016	Camera	Electronics	47167	1	9498	East
1467	11-04-2024	2013	Headphones	Electronics	10768	1	1269	North
1468	12-04-2024	2030	Camera	Accessories	44408	4	930	West
1469	13-04-2024	2019	Phone	Accessories	40499	2	1751	West
1470	14-04-2024	2017	Headphones	Electronics	39559	1	1236	North
1471	15-04-2024	2063	Tablet	Electronics	49590	2	2910	East
1472	16-04-2024	2019	Headphones	Electronics	9783	3	8767	South
1473	17-04-2024	2092	Laptop	Electronics	47389	3	9618	East
1474	18-04-2024	2058	Headphones	Accessories	30781	3	1119	North
1475	19-04-2024	2055	Laptop	Electronics	31811	4	5337	East
1476	20-04-2024	2090	Headphones	Accessories	49787	2	1383	West
1477	21-04-2024	2090	Laptop	Accessories	36488	3	759	East
1478	22-04-2024	2062	Phone	Accessories	9905	1	2110	North
1479	23-04-2024	2023	Camera	Electronics	10127	3	8690	West
1480	24-04-2024	2009	Tablet	Electronics	23431	3	1833	East
1481	25-04-2024	2012	Headphones	Electronics	7368	3	2225	East
1482	26-04-2024	2001	Camera	Electronics	28424	4	2271	West
1483	27-04-2024	2058	Tablet	Accessories	47824	1	8366	South
1484	28-04-2024	2001	Tablet	Electronics	46004	2	3571	West
1485	29-04-2024	2034	Laptop	Electronics	19333	1	9128	South
1486	30-04-2024	2096	Phone	Accessories	24116	2	5724	North
1487	01-05-2024	2048	Phone	Electronics	48219	4	8791	North
1488	02-05-2024	2089	Camera	Accessories	44201	4	8429	West
1489	03-05-2024	2001	Phone	Accessories	16525	4	2197	West
1490	04-05-2024	2016	Headphones	Accessories	24398	4	5168	North
1491	05-05-2024	2061	Phone	Accessories	33857	2	6497	South
1492	06-05-2024	2064	Camera	Accessories	11361	3	2857	North
1493	07-05-2024	2063	Phone	Accessories	17369	2	4020	West
1494	08-05-2024	2069	Headphones	Accessories	4041	1	8286	North
1495	09-05-2024	2022	Laptop	Accessories	1105	4	2000	West
1496	10-05-2024	2093	Camera	Electronics	10078	4	2710	West
1497	11-05-2024	2067	Laptop	Electronics	26003	1	7000	North
1498	12-05-2024	2076	Laptop	Electronics	7090	2	1549	South
1499	13-05-2024	2026	Laptop	Electronics	39850	3	8838	East
1500	14-05-2024	2016	Tablet	Accessories	2925	3	5117	North
